customer_id,nombre,ciudad,segmento,fecha_registro
C02375,Cliente 2375,Montecristi,VIP,2023-03-07
C02376,Cliente 2376,Manta,Retail,2021-09-10
C02377,Cliente 2377,Quito,Mayorista,2023-08-27
C02378,Cliente 2378,Portoviejo,VIP,2021-05-01
C02379,Cliente 2379,Guayaquil,VIP,2023-07-26
C02380,Cliente 2380,Quito,Corporativo,2021-02-03
C02381,Cliente 2381,Montecristi,VIP,2021-03-16
C02382,Cliente 2382,Montecristi,VIP,2021-07-14
C02383,Cliente 2383,Portoviejo,Mayorista,2021-08-31
C02384,Cliente 2384,Portoviejo,VIP,2021-03-02
C02385,Cliente 2385,Portoviejo,Retail,2021-06-08
C02386,Cliente 2386,Quito,VIP,2022-10-23
C02387,Cliente 2387,Montecristi,Mayorista,2023-10-27
C02388,Cliente 2388,Manta,VIP,2021-12-06
C02389,Cliente 2389,Manta,Corporativo,2023-05-21
C02390,Cliente 2390,Manta,Mayorista,2022-05-18
C02391,Cliente 2391,Guayaquil,Corporativo,2023-05-05
C02392,Cliente 2392,Guayaquil,Corporativo,2021-11-26
C02393,Cliente 2393,Manta,Mayorista,2021-04-11
C02394,Cliente 2394,Cuenca,VIP,2023-03-16
C02395,Cliente 2395,Guayaquil,Corporativo,2023-09-24
C02396,Cliente 2396,Portoviejo,VIP,2022-10-17
C02397,Cliente 2397,Manta,Corporativo,2023-12-28
C02398,Cliente 2398,Manta,VIP,2023-08-16
C02399,Cliente 2399,Cuenca,Corporativo,2021-04-21
C02400,Cliente 2400,Guayaquil,VIP,2021-06-19
C02401,Cliente 2401,Montecristi,Mayorista,2021-05-03
C02402,Cliente 2402,Cuenca,VIP,2023-03-24
C02403,Cliente 2403,Montecristi,VIP,2021-06-24
C02404,Cliente 2404,Montecristi,Corporativo,2023-03-02
C02405,Cliente 2405,Cuenca,VIP,2023-07-03
C02406,Cliente 2406,Portoviejo,VIP,2021-10-30
C02407,Cliente 2407,Cuenca,Retail,2022-02-06
C02408,Cliente 2408,Montecristi,Corporativo,2021-07-08
C02409,Cliente 2409,Portoviejo,Retail,2023-07-04
C02410,Cliente 2410,Cuenca,Retail,2022-04-09
C02411,Cliente 2411,Portoviejo,Retail,2023-07-11
C02412,Cliente 2412,Portoviejo,VIP,2021-01-28
C02413,Cliente 2413,Manta,Retail,2021-03-08
C02414,Cliente 2414,Portoviejo,Retail,2021-01-07
C02415,Cliente 2415,Portoviejo,Mayorista,2022-06-17
C02416,Cliente 2416,Manta,Corporativo,2021-07-06
C02417,Cliente 2417,Cuenca,Retail,2021-10-01
C02418,Cliente 2418,Manta,Corporativo,2021-03-31
C02419,Cliente 2419,Portoviejo,VIP,2021-07-20
C02420,Cliente 2420,Cuenca,Corporativo,2023-11-13
C02421,Cliente 2421,Guayaquil,Retail,2021-11-10
C02422,Cliente 2422,Manta,Mayorista,2023-05-12
C02423,Cliente 2423,Portoviejo,Mayorista,2022-05-27
C02424,Cliente 2424,Manta,Mayorista,2022-07-27
C02425,Cliente 2425,Quito,Mayorista,2022-04-13
C02426,Cliente 2426,Cuenca,Corporativo,2023-09-03
C02427,Cliente 2427,Manta,Retail,2022-12-26
C02428,Cliente 2428,Quito,Retail,2022-05-01
C02429,Cliente 2429,Portoviejo,VIP,2022-03-17
C02430,Cliente 2430,Guayaquil,VIP,2022-03-09
C02431,Cliente 2431,Manta,Mayorista,2023-04-29
C02432,Cliente 2432,Cuenca,Mayorista,2022-08-29
C02433,Cliente 2433,Cuenca,VIP,2021-03-28
C02434,Cliente 2434,Guayaquil,Retail,2023-05-11
C02435,Cliente 2435,Quito,VIP,2022-03-21
C02436,Cliente 2436,Quito,Retail,2023-08-20
C02437,Cliente 2437,Montecristi,Mayorista,2021-09-19
C02438,Cliente 2438,Guayaquil,Retail,2023-11-24
C02439,Cliente 2439,Cuenca,Mayorista,2022-08-15
C02440,Cliente 2440,Cuenca,VIP,2022-04-18
C02441,Cliente 2441,Manta,Mayorista,2021-07-02
C02442,Cliente 2442,Guayaquil,Mayorista,2023-03-16
C02443,Cliente 2443,Cuenca,VIP,2022-08-17
C02444,Cliente 2444,Manta,Retail,2021-06-20
C02445,Cliente 2445,Cuenca,Corporativo,2021-05-25
C02446,Cliente 2446,Manta,Retail,2023-01-24
C02447,Cliente 2447,Guayaquil,Corporativo,2021-04-19
C02448,Cliente 2448,Guayaquil,Mayorista,2021-11-14
C02449,Cliente 2449,Guayaquil,Retail,2021-02-20
C02450,Cliente 2450,Montecristi,Retail,2023-02-05
C02451,Cliente 2451,Manta,VIP,2022-04-26
C02452,Cliente 2452,Portoviejo,Corporativo,2023-04-25
C02453,Cliente 2453,Portoviejo,Corporativo,2021-07-31
C02454,Cliente 2454,Montecristi,Corporativo,2022-01-30
C02455,Cliente 2455,Guayaquil,Mayorista,2021-06-18
C02456,Cliente 2456,Guayaquil,Mayorista,2022-03-14
C02457,Cliente 2457,Cuenca,Corporativo,2021-06-04
C02458,Cliente 2458,Montecristi,Mayorista,2023-11-30
C02459,Cliente 2459,Cuenca,VIP,2023-12-28
C02460,Cliente 2460,Manta,Mayorista,2023-12-24
C02461,Cliente 2461,Cuenca,VIP,2021-09-07
C02462,Cliente 2462,Cuenca,Retail,2021-10-19
C02463,Cliente 2463,Cuenca,Retail,2023-07-27
C02464,Cliente 2464,Montecristi,Retail,2021-07-04
C02465,Cliente 2465,Quito,Corporativo,2022-01-09
C02466,Cliente 2466,Portoviejo,Retail,2021-10-31
C02467,Cliente 2467,Quito,Corporativo,2023-04-21
C02468,Cliente 2468,Quito,Retail,2022-12-02
C02469,Cliente 2469,Montecristi,Retail,2022-10-05
C02470,Cliente 2470,Montecristi,Corporativo,2022-06-05
C02471,Cliente 2471,Manta,Corporativo,2022-12-05
C02472,Cliente 2472,Portoviejo,VIP,2022-10-06
C02473,Cliente 2473,Manta,Corporativo,2021-12-19
C02474,Cliente 2474,Montecristi,Mayorista,2021-03-28
C02475,Cliente 2475,Portoviejo,VIP,2023-12-18
C02476,Cliente 2476,Guayaquil,VIP,2023-05-19
C02477,Cliente 2477,Cuenca,Mayorista,2023-01-17
C02478,Cliente 2478,Manta,Mayorista,2023-01-07
C02479,Cliente 2479,Portoviejo,Corporativo,2023-08-21
C02480,Cliente 2480,Cuenca,Corporativo,2022-09-22
C02481,Cliente 2481,Montecristi,Retail,2022-12-05
C02482,Cliente 2482,Cuenca,Corporativo,2021-01-05
C02483,Cliente 2483,Manta,VIP,2021-06-16
C02484,Cliente 2484,Guayaquil,VIP,2023-09-17
C02485,Cliente 2485,Guayaquil,Retail,2021-09-20
C02486,Cliente 2486,Quito,VIP,2021-02-04
C02487,Cliente 2487,Cuenca,Retail,2021-12-22
C02488,Cliente 2488,Manta,Corporativo,2022-09-29
C02489,Cliente 2489,Cuenca,VIP,2021-08-24
C02490,Cliente 2490,Manta,VIP,2022-03-25
C02491,Cliente 2491,Guayaquil,Retail,2022-11-29
C02492,Cliente 2492,Montecristi,Mayorista,2023-11-11
C02493,Cliente 2493,Manta,Mayorista,2021-08-17
C02494,Cliente 2494,Portoviejo,Corporativo,2022-11-24
C02495,Cliente 2495,Manta,Retail,2022-04-05
C02496,Cliente 2496,Quito,VIP,2023-11-05
C02497,Cliente 2497,Cuenca,Corporativo,2023-11-13
C02498,Cliente 2498,Portoviejo,Retail,2022-08-07
C02499,Cliente 2499,Portoviejo,Corporativo,2021-05-07
C02500,Cliente 2500,Guayaquil,Mayorista,2023-09-12
C02501,Cliente 2501,Cuenca,VIP,2023-08-05
C02502,Cliente 2502,Montecristi,VIP,2023-06-20
C02503,Cliente 2503,Manta,Retail,2023-04-21
C02504,Cliente 2504,Quito,Corporativo,2023-10-25
C02505,Cliente 2505,Portoviejo,Retail,2023-08-21
C02506,Cliente 2506,Manta,Corporativo,2021-07-10
C02507,Cliente 2507,Manta,Retail,2021-07-31
C02508,Cliente 2508,Cuenca,Retail,2023-09-09
C02509,Cliente 2509,Quito,VIP,2022-05-08
C02510,Cliente 2510,Cuenca,VIP,2023-06-19
C02511,Cliente 2511,Cuenca,Retail,2022-09-11
C02512,Cliente 2512,Quito,VIP,2021-06-17
C02513,Cliente 2513,Cuenca,Retail,2021-08-08
C02514,Cliente 2514,Montecristi,Retail,2022-02-05
C02515,Cliente 2515,Cuenca,Corporativo,2021-06-16
C02516,Cliente 2516,Manta,Retail,2022-12-03
C02517,Cliente 2517,Cuenca,Retail,2023-12-07
C02518,Cliente 2518,Cuenca,Mayorista,2022-12-01
C02519,Cliente 2519,Guayaquil,Corporativo,2021-02-23
C02520,Cliente 2520,Quito,VIP,2021-08-22
C02521,Cliente 2521,Portoviejo,Mayorista,2022-12-17
C02522,Cliente 2522,Manta,Mayorista,2023-10-03
C02523,Cliente 2523,Cuenca,VIP,2022-04-03
C02524,Cliente 2524,Montecristi,Corporativo,2021-02-15
C02525,Cliente 2525,Cuenca,Mayorista,2022-04-04
C02526,Cliente 2526,Quito,Corporativo,2023-03-06
C02527,Cliente 2527,Guayaquil,Corporativo,2022-01-29
C02528,Cliente 2528,Cuenca,Mayorista,2023-12-16
C02529,Cliente 2529,Portoviejo,Retail,2023-09-06
C02530,Cliente 2530,Guayaquil,Mayorista,2021-08-20
C02531,Cliente 2531,Montecristi,Mayorista,2022-11-17
C02532,Cliente 2532,Guayaquil,Mayorista,2023-08-14
C02533,Cliente 2533,Montecristi,VIP,2021-05-02
C02534,Cliente 2534,Cuenca,Corporativo,2022-02-22
C02535,Cliente 2535,Quito,Corporativo,2022-04-28
C02536,Cliente 2536,Manta,VIP,2023-02-03
C02537,Cliente 2537,Quito,Mayorista,2023-10-07
C02538,Cliente 2538,Montecristi,Mayorista,2023-12-25
C02539,Cliente 2539,Quito,Mayorista,2022-09-17
C02540,Cliente 2540,Quito,Corporativo,2022-08-30
C02541,Cliente 2541,Portoviejo,VIP,2021-11-23
C02542,Cliente 2542,Manta,Corporativo,2022-12-20
C02543,Cliente 2543,Manta,Corporativo,2023-12-12
C02544,Cliente 2544,Cuenca,Retail,2023-11-01
C02545,Cliente 2545,Guayaquil,VIP,2023-03-16
C02546,Cliente 2546,Montecristi,Corporativo,2022-11-29
C02547,Cliente 2547,Manta,Mayorista,2023-10-04
C02548,Cliente 2548,Guayaquil,Mayorista,2022-11-22
C02549,Cliente 2549,Guayaquil,Mayorista,2022-10-10
C02550,Cliente 2550,Cuenca,Mayorista,2022-02-05
C02551,Cliente 2551,Portoviejo,Retail,2023-01-01
C02552,Cliente 2552,Guayaquil,Retail,2023-01-06
C02553,Cliente 2553,Montecristi,Mayorista,2023-11-20
C02554,Cliente 2554,Montecristi,Retail,2021-11-16
C02555,Cliente 2555,Portoviejo,Corporativo,2022-02-07
C02556,Cliente 2556,Portoviejo,Corporativo,2021-06-11
C02557,Cliente 2557,Montecristi,Mayorista,2021-11-30
C02558,Cliente 2558,Cuenca,VIP,2021-01-17
C02559,Cliente 2559,Manta,Mayorista,2023-08-21
C02560,Cliente 2560,Portoviejo,Mayorista,2023-04-09
C02561,Cliente 2561,Quito,Corporativo,2021-01-06
C02562,Cliente 2562,Cuenca,VIP,2022-03-21
C02563,Cliente 2563,Manta,Mayorista,2022-08-19
C02564,Cliente 2564,Portoviejo,Corporativo,2022-05-09
C02565,Cliente 2565,Manta,Corporativo,2022-08-13
C02566,Cliente 2566,Cuenca,VIP,2023-04-18
C02567,Cliente 2567,Montecristi,Retail,2022-10-30
C02568,Cliente 2568,Montecristi,Retail,2021-05-13
C02569,Cliente 2569,Cuenca,VIP,2023-01-24
C02570,Cliente 2570,Guayaquil,VIP,2021-02-23
C02571,Cliente 2571,Quito,Mayorista,2021-02-03
C02572,Cliente 2572,Montecristi,Corporativo,2022-03-13
C02573,Cliente 2573,Montecristi,VIP,2021-01-20
C02574,Cliente 2574,Quito,Corporativo,2021-03-24
C02575,Cliente 2575,Montecristi,Retail,2021-10-02
C02576,Cliente 2576,Portoviejo,Mayorista,2022-11-03
C02577,Cliente 2577,Portoviejo,VIP,2021-06-20
C02578,Cliente 2578,Guayaquil,VIP,2022-10-11
C02579,Cliente 2579,Cuenca,Mayorista,2021-11-20
C02580,Cliente 2580,Guayaquil,Retail,2021-11-26
C02581,Cliente 2581,Manta,Corporativo,2023-04-01
C02582,Cliente 2582,Cuenca,Corporativo,2021-07-05
C02583,Cliente 2583,Cuenca,Retail,2022-09-17
C02584,Cliente 2584,Cuenca,Corporativo,2021-05-24
C02585,Cliente 2585,Quito,VIP,2021-08-12
C02586,Cliente 2586,Quito,Corporativo,2021-07-30
C02587,Cliente 2587,Guayaquil,Corporativo,2021-03-19
C02588,Cliente 2588,Manta,Mayorista,2021-11-09
C02589,Cliente 2589,Portoviejo,Corporativo,2021-07-11
C02590,Cliente 2590,Guayaquil,Retail,2023-07-30
C02591,Cliente 2591,Cuenca,Retail,2022-05-08
C02592,Cliente 2592,Portoviejo,Retail,2022-06-14
C02593,Cliente 2593,Manta,Corporativo,2023-05-04
C02594,Cliente 2594,Cuenca,Mayorista,2023-10-15
C02595,Cliente 2595,Portoviejo,Corporativo,2022-02-17
C02596,Cliente 2596,Guayaquil,Corporativo,2022-08-07
C02597,Cliente 2597,Montecristi,Mayorista,2022-12-07
C02598,Cliente 2598,Manta,Corporativo,2022-07-16
C02599,Cliente 2599,Guayaquil,VIP,2022-06-03
C02600,Cliente 2600,Cuenca,Retail,2021-09-23
C02601,Cliente 2601,Montecristi,Mayorista,2021-05-10
C02602,Cliente 2602,Portoviejo,Mayorista,2021-10-09
C02603,Cliente 2603,Quito,Mayorista,2022-10-29
C02604,Cliente 2604,Cuenca,VIP,2021-02-09
C02605,Cliente 2605,Guayaquil,Retail,2021-06-01
C02606,Cliente 2606,Portoviejo,VIP,2022-03-31
C02607,Cliente 2607,Portoviejo,VIP,2021-08-29
C02608,Cliente 2608,Cuenca,Retail,2021-06-24
C02609,Cliente 2609,Portoviejo,Mayorista,2021-11-25
C02610,Cliente 2610,Montecristi,Retail,2022-04-16
C02611,Cliente 2611,Montecristi,Corporativo,2021-03-14
C02612,Cliente 2612,Portoviejo,VIP,2022-02-05
C02613,Cliente 2613,Montecristi,VIP,2021-08-13
C02614,Cliente 2614,Guayaquil,Retail,2022-04-28
C02615,Cliente 2615,Portoviejo,Mayorista,2023-10-28
C02616,Cliente 2616,Cuenca,VIP,2022-02-24
C02617,Cliente 2617,Portoviejo,VIP,2021-11-12
C02618,Cliente 2618,Cuenca,VIP,2023-08-24
C02619,Cliente 2619,Quito,Retail,2022-12-12
C02620,Cliente 2620,Cuenca,VIP,2022-02-27
C02621,Cliente 2621,Manta,Mayorista,2022-04-18
C02622,Cliente 2622,Montecristi,Mayorista,2023-06-02
C02623,Cliente 2623,Montecristi,VIP,2023-10-28
C02624,Cliente 2624,Portoviejo,Mayorista,2023-11-08
C02625,Cliente 2625,Quito,Corporativo,2023-08-12
C02626,Cliente 2626,Portoviejo,Corporativo,2022-11-06
C02627,Cliente 2627,Manta,VIP,2021-01-23
C02628,Cliente 2628,Guayaquil,Retail,2023-09-06
C02629,Cliente 2629,Guayaquil,VIP,2023-01-15
C02630,Cliente 2630,Portoviejo,Retail,2021-10-23
C02631,Cliente 2631,Cuenca,VIP,2023-04-12
C02632,Cliente 2632,Montecristi,Retail,2021-04-27
C02633,Cliente 2633,Portoviejo,Mayorista,2021-10-27
C02634,Cliente 2634,Guayaquil,VIP,2022-11-06
C02635,Cliente 2635,Portoviejo,Corporativo,2021-05-04
C02636,Cliente 2636,Cuenca,VIP,2022-11-12
C02637,Cliente 2637,Portoviejo,Retail,2022-06-16
C02638,Cliente 2638,Quito,Retail,2023-03-15
C02639,Cliente 2639,Cuenca,Mayorista,2021-10-06
C02640,Cliente 2640,Guayaquil,VIP,2021-01-20
C02641,Cliente 2641,Quito,Retail,2021-06-03
C02642,Cliente 2642,Guayaquil,VIP,2023-06-29
C02643,Cliente 2643,Montecristi,Corporativo,2022-01-21
C02644,Cliente 2644,Cuenca,Mayorista,2021-10-23
C02645,Cliente 2645,Portoviejo,Mayorista,2021-09-03
C02646,Cliente 2646,Quito,VIP,2021-07-31
C02647,Cliente 2647,Montecristi,Retail,2022-12-22
C02648,Cliente 2648,Montecristi,Retail,2021-10-18
C02649,Cliente 2649,Portoviejo,Corporativo,2022-08-29
C02650,Cliente 2650,Montecristi,Retail,2022-05-14
C02651,Cliente 2651,Quito,VIP,2022-10-14
C02652,Cliente 2652,Guayaquil,Retail,2023-04-28
C02653,Cliente 2653,Cuenca,Corporativo,2023-05-31
C02654,Cliente 2654,Quito,Mayorista,2021-09-14
C02655,Cliente 2655,Portoviejo,Retail,2022-08-02
C02656,Cliente 2656,Manta,Retail,2021-05-30
C02657,Cliente 2657,Quito,Corporativo,2021-05-31
C02658,Cliente 2658,Portoviejo,VIP,2021-10-06
C02659,Cliente 2659,Manta,Corporativo,2023-10-16
C02660,Cliente 2660,Montecristi,Mayorista,2023-05-12
C02661,Cliente 2661,Montecristi,VIP,2022-03-03
C02662,Cliente 2662,Quito,Retail,2021-04-14
C02663,Cliente 2663,Cuenca,Mayorista,2023-07-16
C02664,Cliente 2664,Portoviejo,VIP,2021-07-19
C02665,Cliente 2665,Portoviejo,Mayorista,2022-06-09
C02666,Cliente 2666,Cuenca,Retail,2023-11-26
C02667,Cliente 2667,Guayaquil,Retail,2023-01-04
C02668,Cliente 2668,Montecristi,VIP,2021-01-02
C02669,Cliente 2669,Manta,Retail,2023-01-22
C02670,Cliente 2670,Portoviejo,VIP,2022-06-21
C02671,Cliente 2671,Portoviejo,Mayorista,2021-12-29
C02672,Cliente 2672,Montecristi,Mayorista,2023-10-23
C02673,Cliente 2673,Montecristi,Retail,2021-07-10
C02674,Cliente 2674,Montecristi,Retail,2021-01-26
C02675,Cliente 2675,Montecristi,Corporativo,2021-10-24
C02676,Cliente 2676,Manta,Retail,2021-07-06
C02677,Cliente 2677,Quito,Mayorista,2023-09-24
C02678,Cliente 2678,Guayaquil,Mayorista,2022-08-08
C02679,Cliente 2679,Manta,Retail,2022-11-18
C02680,Cliente 2680,Manta,Retail,2021-08-21
C02681,Cliente 2681,Portoviejo,Retail,2022-02-10
C02682,Cliente 2682,Manta,Mayorista,2022-10-07
C02683,Cliente 2683,Manta,VIP,2023-01-24
C02684,Cliente 2684,Manta,Corporativo,2021-02-16
C02685,Cliente 2685,Cuenca,Mayorista,2022-03-12
C02686,Cliente 2686,Cuenca,VIP,2022-11-03
C02687,Cliente 2687,Manta,Mayorista,2021-08-08
C02688,Cliente 2688,Manta,Corporativo,2022-10-21
C02689,Cliente 2689,Portoviejo,Retail,2022-03-10
C02690,Cliente 2690,Montecristi,Corporativo,2021-09-30
C02691,Cliente 2691,Quito,Mayorista,2023-12-08
C02692,Cliente 2692,Portoviejo,Retail,2021-06-06
C02693,Cliente 2693,Montecristi,Corporativo,2022-06-10
C02694,Cliente 2694,Manta,Mayorista,2023-10-04
C02695,Cliente 2695,Guayaquil,VIP,2021-09-12
C02696,Cliente 2696,Montecristi,Mayorista,2023-06-07
C02697,Cliente 2697,Manta,Corporativo,2022-08-04
C02698,Cliente 2698,Montecristi,Mayorista,2021-10-28
C02699,Cliente 2699,Portoviejo,Corporativo,2022-02-20
C02700,Cliente 2700,Manta,Corporativo,2021-04-19
C02701,Cliente 2701,Cuenca,VIP,2023-11-26
C02702,Cliente 2702,Cuenca,Mayorista,2021-11-09
C02703,Cliente 2703,Cuenca,Retail,2021-03-06
C02704,Cliente 2704,Manta,Retail,2022-09-12
C02705,Cliente 2705,Portoviejo,VIP,2022-04-09
C02706,Cliente 2706,Cuenca,Retail,2022-08-21
C02707,Cliente 2707,Portoviejo,Corporativo,2023-09-01
C02708,Cliente 2708,Guayaquil,Mayorista,2021-03-16
C02709,Cliente 2709,Quito,Mayorista,2023-02-25
C02710,Cliente 2710,Portoviejo,VIP,2023-10-16
C02711,Cliente 2711,Portoviejo,Corporativo,2022-02-27
C02712,Cliente 2712,Montecristi,Retail,2022-03-22
C02713,Cliente 2713,Quito,Corporativo,2021-01-30
C02714,Cliente 2714,Portoviejo,Corporativo,2023-11-14
C02715,Cliente 2715,Portoviejo,Mayorista,2022-01-30
C02716,Cliente 2716,Montecristi,Mayorista,2023-09-13
C02717,Cliente 2717,Cuenca,VIP,2022-10-03
C02718,Cliente 2718,Guayaquil,Mayorista,2021-01-29
C02719,Cliente 2719,Montecristi,Retail,2021-07-10
C02720,Cliente 2720,Quito,Retail,2023-08-22
C02721,Cliente 2721,Manta,Mayorista,2022-12-03
C02722,Cliente 2722,Portoviejo,Retail,2022-11-09
C02723,Cliente 2723,Cuenca,Mayorista,2023-01-11
C02724,Cliente 2724,Cuenca,Retail,2022-09-05
C02725,Cliente 2725,Montecristi,VIP,2021-08-12
C02726,Cliente 2726,Portoviejo,Mayorista,2022-04-04
C02727,Cliente 2727,Quito,Mayorista,2022-08-18
C02728,Cliente 2728,Guayaquil,Corporativo,2022-08-10
C02729,Cliente 2729,Montecristi,Mayorista,2021-06-27
C02730,Cliente 2730,Quito,Retail,2022-06-24
C02731,Cliente 2731,Quito,VIP,2021-12-26
C02732,Cliente 2732,Quito,VIP,2023-01-23
C02733,Cliente 2733,Cuenca,VIP,2021-08-19
C02734,Cliente 2734,Quito,Retail,2023-02-16
C02735,Cliente 2735,Quito,Retail,2021-11-11
C02736,Cliente 2736,Cuenca,Mayorista,2022-04-27
C02737,Cliente 2737,Guayaquil,VIP,2023-01-07
C02738,Cliente 2738,Guayaquil,VIP,2021-05-27
C02739,Cliente 2739,Quito,VIP,2022-05-31
C02740,Cliente 2740,Guayaquil,Mayorista,2023-08-07
C02741,Cliente 2741,Portoviejo,Mayorista,2021-05-15
C02742,Cliente 2742,Manta,Retail,2022-12-09
C02743,Cliente 2743,Montecristi,Corporativo,2021-03-12
C02744,Cliente 2744,Quito,VIP,2021-03-31
C02745,Cliente 2745,Montecristi,Corporativo,2021-10-15
C02746,Cliente 2746,Quito,Corporativo,2021-11-06
C02747,Cliente 2747,Quito,Retail,2023-08-09
C02748,Cliente 2748,Quito,Mayorista,2023-04-22
C02749,Cliente 2749,Quito,Corporativo,2022-11-30
C02750,Cliente 2750,Cuenca,VIP,2022-01-18
C02751,Cliente 2751,Montecristi,Retail,2021-12-08
C02752,Cliente 2752,Quito,Mayorista,2021-11-03
C02753,Cliente 2753,Quito,Retail,2022-08-23
C02754,Cliente 2754,Montecristi,Retail,2021-12-22
C02755,Cliente 2755,Guayaquil,VIP,2023-03-05
C02756,Cliente 2756,Guayaquil,Mayorista,2023-03-06
C02757,Cliente 2757,Manta,Retail,2023-02-05
C02758,Cliente 2758,Montecristi,VIP,2023-06-26
C02759,Cliente 2759,Montecristi,Retail,2021-10-09
C02760,Cliente 2760,Portoviejo,VIP,2021-02-04
C02761,Cliente 2761,Quito,Corporativo,2023-01-27
C02762,Cliente 2762,Cuenca,VIP,2022-04-23
C02763,Cliente 2763,Montecristi,VIP,2022-04-11
C02764,Cliente 2764,Manta,Corporativo,2023-07-03
C02765,Cliente 2765,Guayaquil,Mayorista,2023-03-15
C02766,Cliente 2766,Montecristi,Corporativo,2021-10-08
C02767,Cliente 2767,Portoviejo,VIP,2023-12-19
C02768,Cliente 2768,Manta,Retail,2023-12-29
C02769,Cliente 2769,Cuenca,VIP,2021-08-29
C02770,Cliente 2770,Montecristi,VIP,2022-05-21
C02771,Cliente 2771,Portoviejo,Corporativo,2023-01-17
C02772,Cliente 2772,Montecristi,Mayorista,2022-12-16
C02773,Cliente 2773,Quito,Mayorista,2022-11-22
C02774,Cliente 2774,Manta,VIP,2021-03-08
C02775,Cliente 2775,Portoviejo,Mayorista,2022-10-23
C02776,Cliente 2776,Montecristi,Mayorista,2023-09-03
C02777,Cliente 2777,Guayaquil,VIP,2022-12-05
C02778,Cliente 2778,Montecristi,Retail,2021-07-13
C02779,Cliente 2779,Manta,Corporativo,2023-01-26
C02780,Cliente 2780,Quito,Retail,2023-07-10
C02781,Cliente 2781,Manta,Corporativo,2022-06-14
C02782,Cliente 2782,Cuenca,Mayorista,2023-11-02
C02783,Cliente 2783,Quito,Retail,2021-04-28
C02784,Cliente 2784,Manta,Corporativo,2023-12-13
C02785,Cliente 2785,Montecristi,Retail,2023-12-18
C02786,Cliente 2786,Portoviejo,Retail,2023-06-17
C02787,Cliente 2787,Cuenca,Corporativo,2021-11-23
C02788,Cliente 2788,Quito,Corporativo,2021-04-11
C02789,Cliente 2789,Guayaquil,Corporativo,2021-08-05
C02790,Cliente 2790,Guayaquil,Mayorista,2022-01-29
C02791,Cliente 2791,Montecristi,VIP,2021-12-23
C02792,Cliente 2792,Cuenca,Retail,2021-11-17
C02793,Cliente 2793,Guayaquil,Retail,2022-01-02
C02794,Cliente 2794,Quito,VIP,2023-12-26
C02795,Cliente 2795,Manta,Retail,2023-03-23
C02796,Cliente 2796,Guayaquil,Mayorista,2021-01-10
C02797,Cliente 2797,Quito,VIP,2021-12-08
C02798,Cliente 2798,Quito,Mayorista,2021-02-11
C02799,Cliente 2799,Montecristi,Corporativo,2023-12-26
C02800,Cliente 2800,Montecristi,Corporativo,2023-11-28
C02801,Cliente 2801,Montecristi,Corporativo,2023-09-30
C02802,Cliente 2802,Portoviejo,VIP,2021-07-06
C02803,Cliente 2803,Montecristi,Retail,2021-10-04
C02804,Cliente 2804,Quito,VIP,2022-01-18
C02805,Cliente 2805,Montecristi,VIP,2023-06-10
C02806,Cliente 2806,Cuenca,Mayorista,2022-05-10
C02807,Cliente 2807,Cuenca,Retail,2023-03-14
C02808,Cliente 2808,Quito,Retail,2023-04-15
C02809,Cliente 2809,Montecristi,VIP,2022-04-24
C02810,Cliente 2810,Quito,Retail,2023-01-22
C02811,Cliente 2811,Montecristi,Mayorista,2021-04-19
C02812,Cliente 2812,Portoviejo,Mayorista,2022-08-21
C02813,Cliente 2813,Manta,VIP,2023-07-02
C02814,Cliente 2814,Portoviejo,Corporativo,2023-11-03
C02815,Cliente 2815,Guayaquil,Mayorista,2021-11-07
C02816,Cliente 2816,Montecristi,VIP,2022-07-23
C02817,Cliente 2817,Montecristi,Mayorista,2023-04-24
C02818,Cliente 2818,Montecristi,VIP,2021-01-02
C02819,Cliente 2819,Montecristi,Corporativo,2023-06-30
C02820,Cliente 2820,Cuenca,Retail,2022-09-30
C02821,Cliente 2821,Quito,VIP,2022-01-29
C02822,Cliente 2822,Portoviejo,Mayorista,2021-07-21
C02823,Cliente 2823,Manta,Corporativo,2022-07-20
C02824,Cliente 2824,Manta,Retail,2023-07-06
C02825,Cliente 2825,Montecristi,Mayorista,2022-02-04
C02826,Cliente 2826,Cuenca,Corporativo,2023-05-09
C02827,Cliente 2827,Guayaquil,VIP,2023-04-16
C02828,Cliente 2828,Guayaquil,Retail,2023-12-29
C02829,Cliente 2829,Quito,VIP,2022-12-09
C02830,Cliente 2830,Guayaquil,Mayorista,2022-03-18
C02831,Cliente 2831,Montecristi,Mayorista,2021-02-01
C02832,Cliente 2832,Quito,Retail,2023-05-28
C02833,Cliente 2833,Guayaquil,Mayorista,2021-06-02
C02834,Cliente 2834,Portoviejo,VIP,2022-05-04
C02835,Cliente 2835,Portoviejo,Corporativo,2021-06-12
C02836,Cliente 2836,Montecristi,Retail,2023-03-09
C02837,Cliente 2837,Guayaquil,Retail,2022-03-17
C02838,Cliente 2838,Montecristi,VIP,2022-06-20
C02839,Cliente 2839,Quito,Corporativo,2022-10-17
C02840,Cliente 2840,Manta,Corporativo,2021-11-21
C02841,Cliente 2841,Montecristi,Mayorista,2023-02-23
C02842,Cliente 2842,Montecristi,Retail,2022-09-28
C02843,Cliente 2843,Quito,VIP,2022-12-31
C02844,Cliente 2844,Montecristi,Mayorista,2022-04-29
C02845,Cliente 2845,Cuenca,VIP,2023-11-18
